DATE,TIME_M,SYM_ROOT,SYM_SUFFIX,SIZE,PRICE
20210316,4:14:58.880492141,TSLA,,3,705.5
20210316,4:14:58.880495183,TSLA,,88,705.15
20210316,4:15:34.105876634,TSLA,,11,705.69
20210316,4:15:34.105876794,TSLA,,4,705.98
20210316,4:15:34.105876955,TSLA,,5,706.08
20210316,4:15:38.101840092,TSLA,,1,705.75
20210316,4:15:39.121469390,TSLA,,19,705.75
20210316,4:15:39.121592417,TSLA,,2,705.5
20210316,4:15:44.747442837,TSLA,,5,705.51
20210316,4:15:49.769108928,TSLA,,5,705.75
20210316,4:15:57.479985536,TSLA,,12,705.75
20210316,4:15:57.480527244,TSLA,,20,706.09
20210316,4:15:57.480527514,TSLA,,1,706.11
20210316,4:15:57.955723863,TSLA,,8,705.75
20210316,4:16:30.967361114,TSLA,,1,705.75
20210316,4:16:30.967364147,TSLA,,17,705.75
20210316,4:16:30.972073760,TSLA,,2,706
20210316,4:16:41.263418910,TSLA,,1,705.75
20210316,4:16:46.338217902,TSLA,,10,705.75
20210316,4:16:46.338388152,TSLA,,9,705.75
20210316,4:16:46.338689295,TSLA,,1,705.54
20210316,4:16:46.338692136,TSLA,,9,705.51
20210316,4:17:05.709871037,TSLA,,4,706
20210316,4:17:14.925410248,TSLA,,2,706
20210316,4:17:14.925413394,TSLA,,18,705.6
20210316,4:17:18.465421061,TSLA,,10,705.9
20210316,4:17:36.169368694,TSLA,,6,705.61
20210316,4:17:39.860186018,TSLA,,2,705.9
20210316,4:17:46.269294257,TSLA,,1,705.9
20210316,4:17:46.528042110,TSLA,,12,706
20210316,4:17:53.209554982,TSLA,,8,705.9
20210316,4:17:58.326613043,TSLA,,22,706
20210316,4:18:01.602496750,TSLA,,5,706
