Time,open,high,low,close,volume,money,high_limit,low_limit,avg,paused,factor,pre_close
2017-02-16,14805.0,15040.0,14695.0,14725.0,50.0,3714650.0,16865.0,12720.0,14858.6,0.0,1.0,14795.0
2017-02-17,14800.0,14875.0,14475.0,14485.0,64.0,4713750.0,15890.0,13815.0,14730.469,0.0,1.0,14855.0
2017-02-20,14465.0,14690.0,14380.0,14645.0,42.0,3049200.0,15760.0,13695.0,14520.0,0.0,1.0,14730.0
2017-02-21,14690.0,14880.0,14685.0,14715.0,34.0,2508250.0,15535.0,13500.0,14754.412,0.0,1.0,14520.0
2017-02-22,14750.0,14760.0,14565.0,14565.0,26.0,1906150.0,15780.0,13715.0,14662.692,0.0,1.0,14750.0
2017-02-23,14550.0,14600.0,14370.0,14370.0,26.0,1882750.0,15685.0,13630.0,14482.692,0.0,1.0,14660.0
2017-02-24,14440.0,14450.0,14200.0,14435.0,44.0,3149350.0,15490.0,13465.0,14315.227,0.0,1.0,14480.0
2017-02-27,14465.0,14570.0,14460.0,14560.0,16.0,1160600.0,15315.0,13310.0,14507.5,0.0,1.0,14315.0
2017-02-28,14555.0,14615.0,14380.0,14450.0,40.0,2904700.0,15520.0,13485.0,14523.5,0.0,1.0,14505.0
2017-03-01,14485.0,14845.0,14485.0,14785.0,60.0,4408150.0,15535.0,13500.0,14693.833,0.0,1.0,14520.0
2017-03-02,14850.0,14850.0,14680.0,14680.0,48.0,3542800.0,15715.0,13660.0,14761.667,0.0,1.0,14690.0
2017-03-03,14715.0,14715.0,14555.0,14705.0,50.0,3664300.0,15790.0,13725.0,14657.2,0.0,1.0,14760.0
2017-03-06,14700.0,14700.0,14405.0,14405.0,58.0,4198600.0,15680.0,13625.0,14477.931,0.0,1.0,14655.0
2017-03-07,14400.0,14455.0,14305.0,14375.0,36.0,2589850.0,15485.0,13460.0,14388.056,0.0,1.0,14475.0
2017-03-08,14370.0,14425.0,14300.0,14300.0,62.0,4450700.0,15390.0,13375.0,14357.097,0.0,1.0,14385.0
2017-03-09,14200.0,14360.0,14200.0,14360.0,14.0,997750.0,15355.0,13350.0,14253.571,0.0,1.0,14355.0
2017-03-10,14280.0,14435.0,14210.0,14435.0,64.0,4591350.0,15245.0,13250.0,14347.969,0.0,1.0,14250.0
2017-03-13,14420.0,14475.0,14245.0,14365.0,46.0,3297600.0,15345.0,13340.0,14337.391,0.0,1.0,14345.0
2017-03-14,14430.0,14430.0,14155.0,14165.0,86.0,6124550.0,15335.0,13330.0,14243.14,0.0,1.0,14335.0
2017-03-15,14135.0,14265.0,14135.0,14230.0,34.0,2416100.0,15235.0,13240.0,14212.353,0.0,1.0,14240.0
2017-03-16,14205.0,14400.0,14170.0,14380.0,56.0,4000600.0,15200.0,13215.0,14287.857,0.0,1.0,14210.0
2017-03-17,14390.0,14390.0,14180.0,14185.0,36.0,2569950.0,15280.0,13285.0,14277.5,0.0,1.0,14285.0
2017-03-20,14275.0,14290.0,14155.0,14170.0,38.0,2698500.0,15270.0,13275.0,14202.632,0.0,1.0,14275.0
2017-03-21,14260.0,14340.0,14120.0,14340.0,70.0,4993100.0,15190.0,13205.0,14266.0,0.0,1.0,14200.0
2017-03-22,14375.0,14435.0,14175.0,14240.0,130.0,9314600.0,15260.0,13265.0,14330.154,0.0,1.0,14265.0
2017-03-23,14155.0,14335.0,14155.0,14330.0,140.0,9973500.0,15330.0,13325.0,14247.857,0.0,1.0,14330.0
2017-03-24,14235.0,14250.0,14215.0,14235.0,16.0,1139000.0,15240.0,13245.0,14237.5,0.0,1.0,14245.0
2017-03-27,14255.0,14255.0,14120.0,14150.0,76.0,5376300.0,15230.0,13235.0,14148.158,0.0,1.0,14235.0
2017-03-28,14210.0,14215.0,14075.0,14075.0,28.0,1977600.0,15135.0,13150.0,14125.714,0.0,1.0,14145.0
2017-03-29,14185.0,14335.0,14185.0,14260.0,22.0,1567850.0,15110.0,13135.0,14253.182,0.0,1.0,14125.0
2017-03-30,14280.0,14360.0,14245.0,14245.0,62.0,4431600.0,15245.0,13250.0,14295.484,0.0,1.0,14250.0
2017-03-31,14340.0,14410.0,14315.0,14315.0,30.0,2157100.0,15295.0,13290.0,14380.667,0.0,1.0,14295.0
2017-04-05,14530.0,14605.0,14530.0,14560.0,46.0,3353050.0,15385.0,13370.0,14578.478,0.0,1.0,14380.0
2017-04-06,14650.0,14650.0,14460.0,14520.0,94.0,6828650.0,15445.0,13700.0,14529.043,0.0,1.0,14575.0
2017-04-07,14495.0,14495.0,14350.0,14350.0,22.0,1584850.0,15395.0,13650.0,14407.727,0.0,1.0,14525.0
2017-04-10,14405.0,14550.0,14405.0,14480.0,28.0,2028950.0,15265.0,13540.0,14492.5,0.0,1.0,14405.0
2017-04-11,14425.0,14460.0,14365.0,14365.0,36.0,2594400.0,15355.0,13620.0,14413.333,0.0,1.0,14490.0
2017-04-12,14460.0,14485.0,14340.0,14460.0,60.0,4328850.0,15270.0,13545.0,14429.5,0.0,1.0,14410.0
2017-04-13,14315.0,14550.0,14315.0,14550.0,60.0,4321550.0,15290.0,13555.0,14405.167,0.0,1.0,14425.0
2017-04-14,14530.0,14660.0,14500.0,14585.0,38.0,2773250.0,15265.0,13540.0,14596.053,0.0,1.0,14405.0
2017-04-17,14640.0,15140.0,14585.0,14855.0,226.0,16886450.0,15470.0,13715.0,14943.761,0.0,1.0,14595.0
2017-04-18,14905.0,14935.0,14825.0,14870.0,148.0,11011950.0,15835.0,14040.0,14881.014,0.0,1.0,14940.0
2017-04-19,14715.0,14765.0,14600.0,14720.0,144.0,10583750.0,15770.0,13985.0,14699.653,0.0,1.0,14880.0
2017-04-20,14730.0,14730.0,14540.0,14730.0,54.0,3959250.0,15575.0,13810.0,14663.889,0.0,1.0,14695.0
2017-04-21,14795.0,14855.0,14740.0,14750.0,36.0,2661000.0,15535.0,13780.0,14783.333,0.0,1.0,14660.0
2017-04-24,14670.0,14725.0,14605.0,14715.0,26.0,1907200.0,15665.0,13890.0,14670.769,0.0,1.0,14780.0
2017-04-25,14745.0,14765.0,14690.0,14730.0,32.0,2357750.0,15550.0,13785.0,14735.938,0.0,1.0,14670.0
2017-04-26,14745.0,14820.0,14650.0,14665.0,50.0,3680250.0,15615.0,13850.0,14721.0,0.0,1.0,14735.0
2017-04-27,14650.0,14650.0,14650.0,14650.0,2.0,146500.0,15600.0,13835.0,14650.0,0.0,1.0,14720.0
2017-04-28,14565.0,14565.0,14475.0,14490.0,152.0,11023000.0,15525.0,13770.0,14503.947,0.0,1.0,14650.0
2017-05-02,14450.0,14490.0,14290.0,14290.0,74.0,5328650.0,15370.0,13630.0,14401.757,0.0,1.0,14500.0
2017-05-03,14315.0,14415.0,14315.0,14400.0,36.0,2584700.0,15260.0,13535.0,14359.444,0.0,1.0,14400.0
2017-05-04,14300.0,14380.0,14240.0,14240.0,50.0,3583600.0,15215.0,13490.0,14334.4,0.0,1.0,14355.0
2017-05-05,14300.0,14400.0,14300.0,14305.0,40.0,2870900.0,15185.0,13470.0,14354.5,0.0,1.0,14330.0
2017-05-08,14310.0,14320.0,14130.0,14195.0,34.0,2412750.0,15210.0,13485.0,14192.647,0.0,1.0,14350.0
2017-05-09,14000.0,14190.0,14000.0,14190.0,20.0,1411300.0,15040.0,13335.0,14113.0,0.0,1.0,14190.0
2017-05-10,14145.0,14155.0,14135.0,14135.0,6.0,424350.0,14955.0,13260.0,14145.0,0.0,1.0,14110.0
2017-05-11,14175.0,14175.0,14015.0,14150.0,40.0,2822450.0,14990.0,13295.0,14112.25,0.0,1.0,14145.0
2017-05-12,14150.0,14150.0,14065.0,14135.0,22.0,1554000.0,14955.0,13260.0,14127.273,0.0,1.0,14110.0
2017-05-15,14145.0,14250.0,14130.0,14250.0,10.0,709350.0,14970.0,13275.0,14187.0,0.0,1.0,14125.0
2017-05-16,14285.0,14285.0,14160.0,14215.0,14.0,996950.0,15035.0,13330.0,14242.143,0.0,1.0,14185.0
2017-05-17,14235.0,14250.0,14230.0,14245.0,28.0,1993600.0,15090.0,13385.0,14240.0,0.0,1.0,14240.0
2017-05-18,14205.0,14205.0,14150.0,14150.0,4.0,283550.0,15090.0,13385.0,14177.5,0.0,1.0,14240.0
2017-05-19,14280.0,14285.0,14260.0,14260.0,14.0,999550.0,15025.0,13320.0,14279.286,0.0,1.0,14175.0
2017-05-22,14345.0,14345.0,14265.0,14265.0,30.0,2148000.0,15130.0,13415.0,14320.0,0.0,1.0,14275.0
2017-05-23,14225.0,14225.0,14160.0,14200.0,8.0,567850.0,15175.0,13460.0,14196.25,0.0,1.0,14320.0
2017-05-24,14280.0,14280.0,14280.0,14280.0,2.0,142800.0,15045.0,13340.0,14280.0,0.0,1.0,14195.0
2017-05-25,14450.0,14455.0,14210.0,14325.0,20.0,1432550.0,15135.0,13420.0,14325.5,0.0,1.0,14280.0
2017-05-26,14340.0,14390.0,14340.0,14365.0,22.0,1579350.0,15180.0,13465.0,14357.727,0.0,1.0,14325.0
2017-05-31,14280.0,14300.0,14070.0,14070.0,86.0,6104800.0,15215.0,13490.0,14197.209,0.0,1.0,14355.0
