Time,open,high,low,close,volume,money,high_limit,low_limit,avg,paused,factor,pre_close
2011-09-16,17190.0,17190.0,17130.0,17130.0,14.0,1200300.0,17675.0,16650.0,17147.143,0.0,1.0,17165.0
2011-09-19,17000.0,17000.0,17000.0,17000.0,42.0,3570000.0,17655.0,16630.0,17000.0,0.0,1.0,17145.0
2011-09-20,17150.0,17150.0,17080.0,17080.0,50.0,4278500.0,17510.0,16490.0,17114.0,0.0,1.0,17000.0
2011-09-21,17095.0,17135.0,17095.0,17135.0,10.0,855550.0,17620.0,16595.0,17111.0,0.0,1.0,17110.0
2011-09-22,17110.0,17110.0,17110.0,17110.0,0.0,0.0,17620.0,16595.0,17110.0,0.0,1.0,17110.0
2011-09-23,16500.0,16500.0,16425.0,16425.0,146.0,12008000.0,17620.0,16425.0,16449.315,0.0,1.0,17110.0
2011-09-26,16445.0,16445.0,16445.0,16445.0,0.0,0.0,16935.0,15950.0,16445.0,0.0,1.0,16445.0
2011-09-27,16400.0,16600.0,16400.0,16600.0,10.0,825600.0,16935.0,15950.0,16512.0,0.0,1.0,16445.0
2011-09-28,16510.0,16510.0,16510.0,16510.0,0.0,0.0,17005.0,16010.0,16510.0,0.0,1.0,16510.0
2011-09-29,16515.0,16515.0,16300.0,16300.0,8.0,656300.0,17005.0,16010.0,16407.5,0.0,1.0,16510.0
2011-09-30,16610.0,16750.0,16610.0,16700.0,14.0,1166700.0,16895.0,15910.0,16667.143,0.0,1.0,16405.0
2011-10-10,16730.0,16760.0,16725.0,16750.0,38.0,3181050.0,17160.0,16165.0,16742.368,0.0,1.0,16665.0
2011-10-11,16800.0,16800.0,16685.0,16735.0,18.0,1507400.0,17240.0,16235.0,16748.889,0.0,1.0,16740.0
2011-10-12,16720.0,16770.0,16720.0,16770.0,16.0,1338100.0,17245.0,16240.0,16726.25,0.0,1.0,16745.0
2011-10-13,16635.0,16635.0,16635.0,16635.0,2.0,166350.0,17225.0,16220.0,16635.0,0.0,1.0,16725.0
2011-10-14,16485.0,16485.0,16485.0,16485.0,2.0,164850.0,17130.0,16135.0,16485.0,0.0,1.0,16635.0
2011-10-17,16680.0,16680.0,16645.0,16650.0,12.0,999850.0,16975.0,15990.0,16664.167,0.0,1.0,16485.0
2011-10-18,16365.0,16480.0,16365.0,16480.0,50.0,4114400.0,17155.0,16160.0,16457.6,0.0,1.0,16660.0
2011-10-19,16475.0,16475.0,16355.0,16355.0,6.0,491850.0,16945.0,15960.0,16395.0,0.0,1.0,16455.0
2011-10-20,16085.0,16150.0,15950.0,16100.0,164.0,13181000.0,16885.0,15900.0,16074.39,0.0,1.0,16395.0
2011-10-21,16230.0,16255.0,16175.0,16255.0,14.0,1134900.0,16550.0,15585.0,16212.857,0.0,1.0,16070.0
2011-10-24,16330.0,16550.0,16270.0,16525.0,26.0,2132250.0,16695.0,15720.0,16401.923,0.0,1.0,16210.0
2011-10-25,16510.0,16705.0,16500.0,16705.0,32.0,2651850.0,16890.0,15905.0,16574.063,0.0,1.0,16400.0
2011-10-26,16605.0,16740.0,16605.0,16685.0,86.0,7178950.0,17065.0,16070.0,16695.233,0.0,1.0,16570.0
2011-10-27,16785.0,16785.0,16700.0,16755.0,72.0,6028200.0,17195.0,16190.0,16745.0,0.0,1.0,16695.0
2011-10-28,16890.0,16890.0,16865.0,16875.0,14.0,1181450.0,17245.0,16240.0,16877.857,0.0,1.0,16745.0
2011-10-31,16800.0,16800.0,16790.0,16800.0,22.0,1847800.0,17380.0,16365.0,16798.182,0.0,1.0,16875.0
2011-11-01,16760.0,16805.0,16725.0,16770.0,10.0,838150.0,17295.0,16290.0,16763.0,0.0,1.0,16795.0
2011-11-02,16555.0,16665.0,16500.0,16665.0,12.0,994650.0,17260.0,16255.0,16577.5,0.0,1.0,16760.0
2011-11-03,16615.0,16615.0,16575.0,16575.0,4.0,331900.0,17070.0,16075.0,16595.0,0.0,1.0,16575.0
2011-11-04,16595.0,16595.0,16595.0,16595.0,0.0,0.0,17090.0,16095.0,16595.0,0.0,1.0,16595.0
2011-11-07,16710.0,16730.0,16645.0,16645.0,52.0,4331350.0,17090.0,16095.0,16659.038,0.0,1.0,16595.0
2011-11-08,16680.0,16680.0,16650.0,16650.0,44.0,3667350.0,17150.0,16155.0,16669.773,0.0,1.0,16655.0
2011-11-09,16640.0,16690.0,16640.0,16650.0,10.0,833100.0,17160.0,16165.0,16662.0,0.0,1.0,16665.0
2011-11-10,16425.0,16435.0,16355.0,16355.0,26.0,2133300.0,17155.0,16160.0,16410.0,0.0,1.0,16660.0
2011-11-11,16600.0,16630.0,16505.0,16590.0,16.0,1326850.0,16900.0,15915.0,16585.625,0.0,1.0,16410.0
2011-11-14,16835.0,16835.0,16835.0,16835.0,4.0,336700.0,17080.0,16085.0,16835.0,0.0,1.0,16585.0
2011-11-15,16860.0,16900.0,16795.0,16830.0,70.0,5889750.0,17340.0,16325.0,16827.857,0.0,1.0,16835.0
2011-11-16,16725.0,16840.0,16700.0,16710.0,280.0,23448900.0,17325.0,16320.0,16749.214,0.0,1.0,16825.0
2011-11-17,16700.0,16705.0,16700.0,16705.0,16.0,1336150.0,17245.0,16240.0,16701.875,0.0,1.0,16745.0
2011-11-18,16540.0,16630.0,16390.0,16390.0,122.0,10136550.0,17200.0,16195.0,16617.295,0.0,1.0,16700.0
2011-11-21,16580.0,16580.0,16470.0,16470.0,72.0,5935650.0,17110.0,16115.0,16487.917,0.0,1.0,16615.0
2011-11-22,16470.0,16530.0,16380.0,16380.0,74.0,6066750.0,16975.0,15990.0,16396.622,0.0,1.0,16485.0
2011-11-23,16690.0,16690.0,16255.0,16315.0,70.0,5721150.0,16885.0,15900.0,16346.143,0.0,1.0,16395.0
2011-11-24,16235.0,16235.0,16080.0,16185.0,70.0,5655650.0,16835.0,15850.0,16159.0,0.0,1.0,16345.0
2011-11-25,16060.0,16195.0,15955.0,16020.0,144.0,11582200.0,16635.0,15670.0,16086.389,0.0,1.0,16155.0
2011-11-28,16120.0,16120.0,16000.0,16030.0,34.0,2728200.0,16565.0,15600.0,16048.235,0.0,1.0,16085.0
2011-11-29,16095.0,16190.0,16070.0,16150.0,44.0,3542350.0,16525.0,15560.0,16101.591,0.0,1.0,16045.0
2011-11-30,16020.0,16020.0,15950.0,15950.0,222.0,17753100.0,16580.0,15615.0,15993.784,0.0,1.0,16100.0
2011-12-01,16400.0,16400.0,16325.0,16355.0,44.0,3599350.0,16465.0,15510.0,16360.682,0.0,1.0,15990.0
2011-12-02,16360.0,16360.0,16335.0,16345.0,46.0,3760150.0,16850.0,15865.0,16348.478,0.0,1.0,16360.0
2011-12-05,16405.0,16405.0,16400.0,16400.0,20.0,1640100.0,16835.0,15850.0,16401.0,0.0,1.0,16345.0
2011-12-06,16300.0,16300.0,16250.0,16275.0,48.0,3905750.0,16890.0,15905.0,16273.958,0.0,1.0,16400.0
2011-12-07,16300.0,16300.0,16250.0,16270.0,32.0,2604000.0,16755.0,15780.0,16275.0,0.0,1.0,16270.0
2011-12-08,16250.0,16250.0,16220.0,16225.0,62.0,5032550.0,16760.0,15785.0,16234.032,0.0,1.0,16275.0
2011-12-09,16200.0,16220.0,16200.0,16220.0,20.0,1620200.0,16715.0,15740.0,16202.0,0.0,1.0,16230.0
2011-12-12,16160.0,16165.0,16160.0,16165.0,10.0,808200.0,16685.0,15710.0,16164.0,0.0,1.0,16200.0
2011-12-13,16130.0,16130.0,16030.0,16030.0,98.0,7862650.0,16640.0,15675.0,16046.224,0.0,1.0,16160.0
2011-12-14,15960.0,15980.0,15905.0,15905.0,146.0,11642400.0,16525.0,15560.0,15948.493,0.0,1.0,16045.0
2011-12-15,15700.0,15780.0,15680.0,15710.0,58.0,4554850.0,16420.0,15465.0,15706.379,0.0,1.0,15945.0
2011-12-16,15750.0,15850.0,15750.0,15850.0,28.0,2213050.0,16175.0,15230.0,15807.5,0.0,1.0,15705.0
2011-12-19,15795.0,15795.0,15740.0,15760.0,310.0,24429450.0,16275.0,15330.0,15760.935,0.0,1.0,15805.0
2011-12-20,15745.0,15745.0,15650.0,15690.0,134.0,10518850.0,16230.0,15285.0,15699.776,0.0,1.0,15760.0
2011-12-21,15760.0,15815.0,15750.0,15770.0,78.0,6148300.0,16165.0,15220.0,15764.872,0.0,1.0,15695.0
2011-12-22,15715.0,15785.0,15715.0,15735.0,310.0,24380600.0,16230.0,15285.0,15729.419,0.0,1.0,15760.0
2011-12-23,15805.0,15850.0,15755.0,15850.0,32.0,2528650.0,16195.0,15250.0,15804.063,0.0,1.0,15725.0
2011-12-26,15815.0,15830.0,15800.0,15800.0,8.0,632500.0,16270.0,15325.0,15812.5,0.0,1.0,15800.0
2011-12-27,15830.0,15830.0,15825.0,15825.0,12.0,949750.0,16280.0,15335.0,15829.167,0.0,1.0,15810.0
2011-12-28,15910.0,15950.0,15900.0,15945.0,72.0,5735600.0,16295.0,15350.0,15932.222,0.0,1.0,15825.0
2011-12-29,15875.0,15880.0,15875.0,15880.0,4.0,317550.0,16405.0,15450.0,15877.5,0.0,1.0,15930.0
2011-12-30,15895.0,15935.0,15895.0,15895.0,10.0,795150.0,16350.0,15395.0,15903.0,0.0,1.0,15875.0
2012-01-04,16145.0,16145.0,15930.0,15930.0,54.0,4314050.0,16375.0,15420.0,15977.963,0.0,1.0,15900.0
2012-01-05,15925.0,15990.0,15925.0,15990.0,20.0,1596600.0,16450.0,15495.0,15966.0,0.0,1.0,15975.0
2012-01-06,15930.0,16030.0,15930.0,15945.0,26.0,2074000.0,16440.0,15485.0,15953.846,0.0,1.0,15965.0
2012-01-09,15995.0,16045.0,15980.0,16035.0,32.0,2562350.0,16425.0,15470.0,16014.688,0.0,1.0,15950.0
2012-01-10,16120.0,16180.0,16060.0,16180.0,234.0,18833700.0,16490.0,15525.0,16097.179,0.0,1.0,16010.0
2012-01-11,16220.0,16470.0,16220.0,16450.0,80.0,6559200.0,16575.0,15610.0,16398.0,0.0,1.0,16095.0
2012-01-12,16420.0,16510.0,16300.0,16505.0,52.0,4278750.0,16885.0,15900.0,16456.731,0.0,1.0,16395.0
2012-01-13,16460.0,16490.0,16420.0,16460.0,36.0,2961500.0,16945.0,15960.0,16452.778,0.0,1.0,16455.0
2012-01-16,16370.0,16425.0,16335.0,16420.0,294.0,24091650.0,16940.0,15955.0,16388.878,0.0,1.0,16450.0
2012-01-17,16300.0,16660.0,16300.0,16660.0,32.0,2647150.0,16875.0,15890.0,16544.688,0.0,1.0,16385.0
2012-01-18,16700.0,16705.0,16645.0,16645.0,12.0,1000400.0,17035.0,16040.0,16673.333,0.0,1.0,16540.0
2012-01-19,16655.0,16665.0,16645.0,16665.0,166.0,13823300.0,17170.0,16165.0,16654.578,0.0,1.0,16670.0
