Time,open,high,low,close,volume,money,high_limit,low_limit,avg,paused,factor,pre_close
2011-10-18,16400.0,16400.0,16400.0,16400.0,4.0,328000.0,17155.0,16160.0,16400.0,0.0,1.0,16660.0
2011-10-19,16510.0,16585.0,16510.0,16585.0,8.0,661900.0,16890.0,15905.0,16547.5,0.0,1.0,16400.0
2011-10-20,16200.0,16200.0,16000.0,16020.0,942.0,75646600.0,17040.0,16000.0,16060.849,0.0,1.0,16545.0
2011-10-21,16200.0,16210.0,16200.0,16210.0,20.0,1620400.0,16540.0,15575.0,16204.0,0.0,1.0,16060.0
2011-10-24,16550.0,16560.0,16550.0,16560.0,26.0,2151700.0,16685.0,15710.0,16551.538,0.0,1.0,16200.0
2011-10-25,16610.0,16760.0,16510.0,16700.0,76.0,6321650.0,17045.0,16050.0,16635.921,0.0,1.0,16550.0
2011-10-26,16565.0,16780.0,16565.0,16685.0,220.0,18352050.0,17130.0,16135.0,16683.682,0.0,1.0,16635.0
2011-10-27,16790.0,16810.0,16775.0,16795.0,20.0,1678500.0,17180.0,16175.0,16785.0,0.0,1.0,16680.0
2011-10-28,16960.0,16960.0,16890.0,16905.0,28.0,2369050.0,17285.0,16280.0,16921.786,0.0,1.0,16785.0
2011-10-31,16840.0,16845.0,16840.0,16845.0,6.0,505300.0,17425.0,16410.0,16843.333,0.0,1.0,16920.0
2011-11-01,16655.0,16820.0,16655.0,16820.0,14.0,1174300.0,17345.0,16330.0,16775.714,0.0,1.0,16840.0
2011-11-02,16600.0,16600.0,16600.0,16600.0,2.0,166000.0,17275.0,16270.0,16600.0,0.0,1.0,16775.0
2011-11-03,16625.0,16635.0,16625.0,16635.0,4.0,332600.0,17095.0,16100.0,16630.0,0.0,1.0,16600.0
2011-11-04,16750.0,16810.0,16750.0,16810.0,4.0,335600.0,17125.0,16130.0,16780.0,0.0,1.0,16630.0
2011-11-07,16785.0,16785.0,16760.0,16760.0,4.0,335450.0,17280.0,16275.0,16772.5,0.0,1.0,16780.0
2011-11-08,16720.0,16730.0,16710.0,16715.0,46.0,3844400.0,17270.0,16265.0,16714.783,0.0,1.0,16770.0
2011-11-09,16735.0,16735.0,16735.0,16735.0,4.0,334700.0,17210.0,16205.0,16735.0,0.0,1.0,16710.0
