Time,open,high,low,close,volume,money,high_limit,low_limit,avg,paused,factor,pre_close
2006-01-19,20400.0,20600.0,20400.0,20600.0,42.0,4294500.0,20750.0,19545.0,20400.0,0.0,1.0,20150.0
2006-01-20,20600.0,20600.0,20600.0,20600.0,0.0,0.0,21060.0,19835.0,20600.0,0.0,1.0,20450.0
2006-01-23,21000.0,21000.0,21000.0,21000.0,2.0,210000.0,21060.0,19835.0,21000.0,0.0,1.0,20450.0
2006-01-24,21000.0,21000.0,21000.0,21000.0,0.0,0.0,21630.0,20370.0,21000.0,0.0,1.0,21000.0
2006-01-25,20500.0,20990.0,20500.0,20750.0,136.0,14035200.0,21630.0,20370.0,20500.0,0.0,1.0,21000.0
2006-01-26,21000.0,21100.0,20900.0,20900.0,92.0,9668000.0,21255.0,20020.0,21017.3913,0.0,1.0,20640.0
2006-01-27,21290.0,21590.0,21030.0,21500.0,66.0,7032000.0,21640.0,20375.0,21309.0909,0.0,1.0,21010.0
2006-02-06,21930.0,21930.0,21930.0,21930.0,2.0,219300.0,21935.0,20660.0,21930.0,0.0,1.0,21300.0
2006-02-07,22800.0,22800.0,22800.0,22800.0,4.0,456000.0,22585.0,21270.0,22800.0,0.0,1.0,21930.0
2006-02-08,22800.0,22800.0,22800.0,22800.0,0.0,0.0,23480.0,22115.0,22800.0,0.0,1.0,22800.0
2006-02-09,22570.0,23390.0,22570.0,23390.0,20.0,2298000.0,23480.0,22115.0,22570.0,0.0,1.0,22800.0
2006-02-10,23060.0,23060.0,22310.0,22310.0,74.0,8395300.0,23665.0,22290.0,23060.0,0.0,1.0,22980.0
2006-02-13,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-14,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-15,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-16,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-17,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-20,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-21,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-22,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-23,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-24,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-27,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
2006-02-28,22310.0,22310.0,22310.0,22310.0,0.0,0.0,23370.0,22005.0,22310.0,0.0,1.0,22690.0
